c graph in DIMACS format 
p edge 256 32640
e 40 170 17619571
e 40 171 17620655
e 40 172 5381446
e 40 173 17621372
e 40 174 17612432
e 40 175 41361409
e 40 176 17565419
e 40 177 8505476
e 40 178 8511546
e 40 179 13404319
e 40 180 17492833
e 40 181 17592382
e 40 182 63147665
e 40 183 1978136
e 40 184 17611332
e 40 185 13779168
e 40 186 54914220
e 40 187 17546984
e 40 188 17620369
e 40 189 11064806
e 40 190 60986482
e 40 191 17536843
e 40 192 17469961
e 40 193 53310269
e 40 194 17609612
e 40 195 17620655
e 40 196 17603037
e 40 197 17466339
e 40 198 14075273
e 40 199 9827979
e 40 200 17620379
e 40 201 17626884
e 40 202 17508722
e 40 203 41732662
e 40 204 43522896
e 40 205 34423484
e 40 206 3783846
e 40 207 49090714
e 40 208 39675648
e 40 209 49074224
e 40 210 7524497
e 40 211 17230002
e 40 212 56565162
e 40 213 17487305
e 40 214 17615404
e 40 215 48145168
e 40 216 49053085
e 40 217 29665832
e 40 218 57969332
e 40 219 17582899
e 40 220 49059895
e 40 221 11002351
e 40 222 49028640
e 40 223 3981789
e 40 224 49020410
e 40 225 46849749
e 40 226 4046116
e 40 227 17621272
e 40 228 43729411
e 40 229 17620655
e 40 230 17608176
e 40 231 12160474
e 40 232 7541769
e 40 233 17568840
e 40 234 59001996
e 40 235 49585212
e 40 236 41470958
e 40 237 16834182
e 40 238 13280586
e 40 239 49074224
e 40 240 49061767
e 40 241 57343604
e 40 242 17521296
e 40 243 6437994
e 40 244 46950330
e 40 245 46950330
e 40 246 12441702
e 40 247 46950330
e 40 248 17620655
e 40 249 49074224
e 40 250 9208057
e 40 251 6908401
e 40 252 17615840
e 40 253 49077707
e 40 254 46950330
e 40 255 2103622
e 40 256 49074224
e 41 42 35601034
e 41 43 28545223
e 41 44 32714989
e 41 45 17859513
e 41 46 30409750
e 41 47 26580431
e 41 48 35024111
e 41 49 52231810
e 41 50 35748263
e 41 51 16295602
e 41 52 30403693
e 41 53 30409180
e 41 54 29352494
e 41 55 48234073
e 41 56 30361068
e 41 57 30343398
e 41 58 35764493
e 41 59 27493527
e 41 60 35773493
e 41 61 30408743
e 41 62 19685780
e 41 63 28619462
e 41 64 30408708
e 41 65 21642205
e 41 66 18974669
e 41 67 19374616
e 41 68 31821599
e 41 69 30405212
e 41 70 30386774
e 41 71 20200540
e 41 72 29700913
e 41 73 15539054
e 41 74 30413048
e 41 75 35762854
e 41 76 28189349
e 41 77 30411396
e 41 78 17056194
e 41 79 30189240
e 41 80 29797891
e 41 81 35738170
e 41 82 30412763
e 41 83 51366232
e 41 84 29059591
e 41 85 30408644
e 41 86 22050306
e 41 87 30386031
e 41 88 14928503
e 41 89 35777607
e 41 90 30321406
e 41 91 24244932
e 41 92 41365979
e 41 93 35752987
e 41 94 16855879
e 41 95 30384352
e 41 96 30349097
e 41 97 28449269
e 41 98 35798545
e 41 99 42084474
e 41 100 30403204
e 41 101 27582995
e 41 102 30232297
e 41 103 30136364
e 41 104 17144962
e 41 105 24565342
e 41 106 30411435
e 41 107 30381786
e 41 108 34113841
e 41 109 30388554
e 41 110 26717919
e 41 111 15133641
e 41 112 22882892
e 41 113 30397432
e 41 114 18941268
e 41 115 28144248
e 41 116 37759369
e 41 117 30411478
e 41 118 26646699
e 41 119 28182390
e 41 120 30274295
e 41 121 30294347
e 41 122 30374040
e 41 123 41199923
e 41 124 29371805
e 41 125 22787189
e 41 126 35407444
e 41 127 27114890
e 41 128 16677108
e 41 129 26264395
e 41 130 30385539
e 41 131 21809160
e 41 132 31914773
e 41 133 35771161
e 41 134 25729008
e 41 135 35773195
e 41 136 30360470
e 41 137 29823631
e 41 138 30158883
e 41 139 35694122
e 41 140 33499610
e 41 141 47583395
e 41 142 30174038
e 41 143 13366992
e 41 144 30402489
e 41 145 35820252
e 41 146 32714095
e 41 147 30408508
e 41 148 17660425
e 41 149 28456910
e 41 150 30400749
e 41 151 30401577
e 41 152 30084671
e 41 153 17373345
e 41 154 16570148
e 41 155 20541165
e 41 156 26711991
e 41 157 35764725
e 41 158 25548522
e 41 159 30272340
e 41 160 30411396
e 41 161 30411958
e 41 162 23802596
e 41 163 35847144
e 41 164 17881720
e 41 165 35771522
e 41 166 25467560
e 41 167 20725269
e 41 168 16530331
e 41 169 21087963
e 41 170 30410312
e 41 171 30411396
e 41 172 18172186
e 41 173 30412112
e 41 174 30407475
e 41 175 28040229
e 41 176 34578848
e 41 177 46889364
e 41 178 38968756
e 41 179 39174062
e 41 180 30283573
e 41 181 30383123
e 41 182 14266327
e 41 183 15009540
e 41 184 30402072
e 41 185 26569908
e 41 186 26061796
e 41 187 35720784
e 41 188 35753423
e 41 189 23855546
e 41 190 47149624
e 41 191 30327583
e 41 192 30260702
e 41 193 27176876
e 41 194 30400353
e 41 195 35753043
e 41 196 30393777
e 41 197 35649979
e 41 198 26866013
e 41 199 37203470
e 41 200 30411119
e 41 201 30411396
e 41 202 35643234
e 41 203 24415546
e 41 204 16954837
e 41 205 46519580
e 41 206 16574587
e 41 207 35790772
e 41 208 26366924
e 41 209 30411396
e 41 210 20315238
e 41 211 30020742
e 41 212 22731816
e 41 213 35618631
e 41 214 35775265
e 41 215 24141076
e 41 216 30402713
e 41 217 47809278
e 41 218 44650275
e 41 219 30373639
e 41 220 30398479
e 41 221 29189424
e 41 222 35707459
e 41 223 16772529
e 41 224 30331887
e 41 225 30310815
e 41 226 16836857
e 41 227 35755784
e 41 228 25066582
e 41 229 35755167
e 41 230 30398916
e 41 231 24951214
e 41 232 20332509
e 41 233 30359580
e 41 234 21254134
e 41 235 36281022
e 41 236 24932024
e 41 237 26016319
e 41 238 26071327
e 41 239 34525420
e 41 240 30411396
e 41 241 23277231
e 41 242 30312036
e 41 243 19228734
e 41 244 30411396
e 41 245 30411396
e 41 246 25232442
e 41 247 35770035
e 41 248 30411396
e 41 249 35753043
e 41 250 21998798
e 41 251 19699141
e 41 252 35774868
e 41 253 30408345
e 41 254 35764725
e 41 255 14894362
e 41 256 35753043
e 42 43 33710329
e 42 44 35586579
e 42 45 20247800
e 42 46 32798038
e 42 47 28968718
e 42 48 32796501
e 42 49 16125533
e 42 50 32794902
e 42 51 18683889
e 42 52 32791980
e 42 53 35401438
e 42 54 26382125
e 42 55 45259473
e 42 56 32749355
e 42 57 35512107
e 42 58 32799514
e 42 59 32704617
e 42 60 35581430
e 42 61 32797030
e 42 62 36104661
e 42 63 38327572
e 42 64 35579261
e 42 65 43298452
e 42 66 21362956
e 42 67 21762903
e 42 68 39257133
e 42 69 32807156
e 42 70 35617162
e 42 71 22588827
e 42 72 32089200
e 42 73 32308425
e 42 74 35398328
e 42 75 32801991
e 42 76 33175523
e 42 77 35576501
e 42 78 23446755
e 42 79 32572256
e 42 80 32186712
e 42 81 32785274
e 42 82 32801050
e 42 83 18365330
e 42 84 31560823
e 42 85 32796931
e 42 86 24438593
e 42 87 35606650
e 42 88 50394131
e 42 89 32796479
e 42 90 35670591
e 42 91 26633219
e 42 92 27718639
e 42 93 32799626
e 42 94 49113229
e 42 95 35589529
e 42 96 32737385
e 42 97 35633561
e 42 98 32762625
e 42 99 21183266
e 42 100 32773747
e 42 101 29971282
e 42 102 32620584
e 42 103 32524651
e 42 104 19533249
e 42 105 26924776
e 42 106 35580392
e 42 107 35575007
e 42 108 31159285
e 42 109 32776841
e 42 110 29194227
e 42 111 20326877
e 42 112 25271179
e 42 113 32785719
e 42 114 21329555
e 42 115 30532535
e 42 116 37565836
e 42 117 32799765
e 42 118 29034986
e 42 119 33353888
e 42 120 32662582
e 42 121 35522930
e 42 122 35678823
e 42 123 34135408
e 42 124 31760092
e 42 125 44141914
e 42 126 35586436
e 42 127 29503177
e 42 128 19065395
e 42 129 28652683
e 42 130 32773826
e 42 131 27051253
e 42 132 19762153
e 42 133 32798590
e 42 134 28117295
e 42 135 35596653
e 42 136 32745788
e 42 137 35912658
e 42 138 29965350
e 42 139 32672441
e 42 140 33323068
e 42 141 21021146
e 42 142 35448235
e 42 143 15755279
e 42 144 32788436
e 42 145 32145507
e 42 146 26621049
e 42 147 32796796
e 42 148 20248805
e 42 149 30845197
e 42 150 32789036
e 42 151 35589341
e 42 152 32472958
e 42 153 22552479
e 42 154 18958435
e 42 155 25892563
e 42 156 23728413
e 42 157 35396675
e 42 158 27811551
e 42 159 32660627
e 42 160 32799683
e 42 161 35585338
e 42 162 26190883
e 42 163 32714559
e 42 164 22867000
e 42 165 32797037
e 42 166 22515262
e 42 167 23113556
e 42 168 18918618
e 42 169 23257107
e 42 170 35577769
e 42 171 35576501
e 42 172 20560474
e 42 173 32799244
e 42 174 32788330
e 42 175 24942423
e 42 176 32744446
e 42 177 37014038
e 42 178 23690574
e 42 179 25216738
e 42 180 35493864
e 42 181 32771410
e 42 182 49797584
e 42 183 33949431
e 42 184 35592814
e 42 185 37316566
e 42 186 28450083
e 42 187 35638526
e 42 188 35580743
e 42 189 26243833
e 42 190 43500586
e 42 191 32715870
e 42 192 32648989
e 42 193 29565164
e 42 194 35588854
e 42 195 32799683
e 42 196 32782064
e 42 197 32645366
e 42 198 29254300
e 42 199 39591757
e 42 200 32799407
e 42 201 35584775
e 42 202 35472842
e 42 203 26803833
e 42 204 19343124
e 42 205 20267885
e 42 206 18962874
e 42 207 32789313
e 42 208 21492296
e 42 209 32799683
e 42 210 22703525
e 42 211 32705012
e 42 212 31916353
e 42 213 35861052
e 42 214 32794432
e 42 215 33963043
e 42 216 32791001
e 42 217 19838289
e 42 218 24869690
e 42 219 32761926
e 42 220 32786766
e 42 221 28988025
e 42 222 32698849
e 42 223 19160816
e 42 224 35552374
e 42 225 32699102
e 42 226 22137797
e 42 227 32800299
e 42 228 30231688
e 42 229 35584775
e 42 230 32787203
e 42 231 27339501
e 42 232 46001853
e 42 233 32747868
e 42 234 45225816
e 42 235 28236919
e 42 236 30097130
e 42 237 28404607
e 42 238 28459614
e 42 239 32799683
e 42 240 35576501
e 42 241 25665518
e 42 242 32700323
e 42 243 45409578
e 42 244 35584775
e 42 245 35580362
e 42 246 27620729
e 42 247 32799683
e 42 248 35580362
e 42 249 35576501
e 42 250 24387085
e 42 251 29515387
e 42 252 32794867
e 42 253 32796632
e 42 254 35584775
e 42 255 17282650
e 42 256 35580362
e 43 44 34193894
e 43 45 19010586
e 43 46 33080667
e 43 47 27749355
e 43 48 31558731
e 43 49 47971554
e 43 50 31557133
e 43 51 35284072
e 43 52 31554211
e 43 53 31557372
e 43 54 25144355
e 43 55 44021703
e 43 56 31512141
e 43 57 31499187
e 43 58 31561745
e 43 59 28644045
e 43 60 31560862
e 43 61 34372933
e 43 62 20836298
e 43 63 33553351
e 43 64 31559226
e 43 65 22794391
e 43 66 20126855
e 43 67 20525134
e 43 68 20743917
e 43 69 34377426
e 43 70 31539667
e 43 71 21352726
e 43 72 30851987
e 43 73 16689572
e 43 74 31564122
e 43 75 31565890
e 43 76 36112671
e 43 77 31561913
e 43 78 19429974
e 43 79 34578334
e 43 80 30948942
e 43 81 31549172
e 43 82 31560711
e 43 83 17121603
e 43 84 30323609
e 43 85 31560829
e 43 86 23200824
e 43 87 31545320
e 43 88 16079021
e 43 89 31558709
e 43 90 31618473
e 43 91 25397118
e 43 92 37164417
e 43 93 31563525
e 43 94 18006397
e 43 95 31525817
e 43 96 31588049
e 43 97 34418739
e 43 98 31524856
e 43 99 19982597
e 43 100 31553722
e 43 101 31539885
e 43 102 31382815
e 43 103 31823726
e 43 104 18295480
e 43 105 25748600
e 43 106 33842294
e 43 107 31562087
e 43 108 29922072
e 43 109 31539072
e 43 110 44717712
e 43 111 16290226
e 43 112 24033409
e 43 113 31549617
e 43 114 20091785
e 43 115 35327547
e 43 116 31243279
e 43 117 31562551
e 43 118 31835357
e 43 119 29332907
e 43 120 31424812
e 43 121 31444865
e 43 122 31480756
e 43 123 26466758
e 43 124 35389876
e 43 125 23937706
e 43 126 31560143
e 43 127 28265408
e 43 128 47366766
e 43 129 35033981
e 43 130 31536056
e 43 131 22959677
e 43 132 18747719
e 43 133 31560820
e 43 134 26879526
e 43 135 31516681
e 43 136 31508019
e 43 137 30974149
e 43 138 22790694
e 43 139 31554762
e 43 140 28942699
e 43 141 19783376
e 43 142 31349354
e 43 143 14517509
e 43 144 31550723
e 43 145 30907737
e 43 146 33896560
e 43 147 31559026
e 43 148 44905850
e 43 149 29607428
e 43 150 31551266
e 43 151 34378931
e 43 152 31235188
e 43 153 18525530
e 43 154 17721221
e 43 155 21691682
e 43 156 22492311
e 43 157 31562469
e 43 158 26806701
e 43 159 31427060
e 43 160 34368285
e 43 161 31561479
e 43 162 37968549
e 43 163 34447063
e 43 164 19032237
e 43 165 31559824
e 43 166 21278048
e 43 167 44506046
e 43 168 20662869
e 43 169 22019337
e 43 170 31560829
e 43 171 33842264
e 43 172 19322704
e 43 173 31563186
e 43 174 34379229
e 43 175 23704653
e 43 176 31506677
e 43 177 33180944
e 43 178 38823912
e 43 179 29814406
e 43 180 31435759
e 43 181 34380396
e 43 182 15417401
e 43 183 15919394
e 43 184 31553146
e 43 185 27720426
e 43 186 27212314
e 43 187 31488242
e 43 188 31561626
e 43 189 25006064
e 43 190 46282211
e 43 191 31478100
e 43 192 31411219
e 43 193 28327394
e 43 194 31550870
e 43 195 31561913
e 43 196 31548681
e 43 197 31407597
e 43 198 28018199
e 43 199 38355656
e 43 200 31561637
e 43 201 31561913
e 43 202 31449980
e 43 203 26274002
e 43 204 18105354
e 43 205 46438820
e 43 206 19188478
e 43 207 33858754
e 43 208 22257515
e 43 209 31563581
e 43 210 36604275
e 43 211 31171260
e 43 212 23882890
e 43 213 31429119
e 43 214 31556662
e 43 215 32758420
e 43 216 33833582
e 43 217 18600519
e 43 218 23625253
e 43 219 31524157
e 43 220 31548997
e 43 221 24975105
e 43 222 31461079
e 43 223 17923047
e 43 224 31484073
e 43 225 31461889
e 43 226 17989042
e 43 227 31562530
e 43 228 26217100
e 43 229 31561913
e 43 230 31549990
e 43 231 37832446
e 43 232 41980659
e 43 233 31510098
e 43 234 22370510
e 43 235 26999149
e 43 236 28888914
e 43 237 27166837
e 43 238 27222214
e 43 239 31561913
e 43 240 31563581
e 43 241 42706745
e 43 242 31511761
e 43 243 41388384
e 43 244 31561913
e 43 245 31561913
e 43 246 26382959
e 43 247 31563581
e 43 248 31561913
e 43 249 34368285
e 43 250 23150983
e 43 251 20849659
e 43 252 31558766
e 43 253 31558862
e 43 254 31561913
e 43 255 16044880
e 43 256 31561913
e 44 45 27099216
e 44 46 26111426
e 44 47 22282107
e 44 48 26109889
e 44 49 9432335
e 44 50 26108291
e 44 51 11997277
e 44 52 36485292
e 44 53 37098221
e 44 54 45010000
e 44 55 38572861
e 44 56 26062743
e 44 57 39701349
e 44 58 26112903
e 44 59 23213456
e 44 60 26112020
e 44 61 26110418
e 44 62 39805822
e 44 63 28855867
e 44 64 26115830
e 44 65 17343880
e 44 66 25725036
e 44 67 15076292
e 44 68 15295075
e 44 69 26120544
e 44 70 36525381
e 44 71 15902216
e 44 72 36490569
e 44 73 33815726
e 44 74 26114724
e 44 75 26115379
e 44 76 23891024
e 44 77 26113071
e 44 78 12757869
e 44 79 39842468
e 44 80 25500100
e 44 81 39645834
e 44 82 39633786
e 44 83 45363444
e 44 84 24874211
e 44 85 37095626
e 44 86 17751982
e 44 87 26095922
e 44 88 51302349
e 44 89 39640089
e 44 90 26023081
e 44 91 19944254
e 44 92 21032027
e 44 93 26113014
e 44 94 12557555
e 44 95 39668743
e 44 96 26050773
e 44 97 24150944
e 44 98 26076014
e 44 99 51430709
e 44 100 37097216
e 44 101 23284670
e 44 102 25992757
e 44 103 25833371
e 44 104 13250938
e 44 105 30691406
e 44 106 26113110
e 44 107 26083462
e 44 108 24472674
e 44 109 26090230
e 44 110 16996872
e 44 111 28656415
e 44 112 18584567
e 44 113 37073699
e 44 114 31190964
e 44 115 23845923
e 44 116 39076998
e 44 117 26113153
e 44 118 34560257
e 44 119 41795137
e 44 120 25975970
e 44 121 39519970
e 44 122 26031914
e 44 123 21017916
e 44 124 25073481
e 44 125 18488864
e 44 126 26111301
e 44 127 43170421
e 44 128 12378784
e 44 129 35587748
e 44 130 26087214
e 44 131 27889528
e 44 132 13298877
e 44 133 26111978
e 44 134 21430684
e 44 135 37118530
e 44 136 26062145
e 44 137 36684627
e 44 138 11753975
e 44 139 36434073
e 44 140 23493857
e 44 141 24714457
e 44 142 25891875
e 44 143 53418481
e 44 144 26101824
e 44 145 25458895
e 44 146 28560764
e 44 147 26110184
e 44 148 24196289
e 44 149 24859586
e 44 150 26102424
e 44 151 26103252
e 44 152 36760938
e 44 153 23452265
e 44 154 12271823
e 44 155 30279061
e 44 156 28016393
e 44 157 26113071
e 44 158 21148539
e 44 159 36374952
e 44 160 36492994
e 44 161 26113634
e 44 162 43651047
e 44 163 26027947
e 44 164 13583395
e 44 165 26110426
e 44 166 49295387
e 44 167 16426944
e 44 168 12232006
e 44 169 16570495
e 44 170 26114339
e 44 171 39632419
e 44 172 33379554
e 44 173 26113788
e 44 174 37109322
e 44 175 18255811
e 44 176 26057834
e 44 177 16997892
e 44 178 17003962
e 44 179 18530126
e 44 180 39761721
e 44 181 26084798
e 44 182 9968003
e 44 183 38005348
e 44 184 26103748
e 44 185 22271583
e 44 186 21763472
e 44 187 26039400
e 44 188 26113451
e 44 189 19557222
e 44 190 13491761
e 44 191 26029258
e 44 192 36342300
e 44 193 33271868
e 44 194 26102028
e 44 195 26113071
e 44 196 26095453
e 44 197 39726479
e 44 198 22567689
e 44 199 32905146
e 44 200 37088001
e 44 201 37098378
e 44 202 26001138
e 44 203 31275326
e 44 204 12656512
e 44 205 13581274
e 44 206 12276262
e 44 207 37114868
e 44 208 27792312
e 44 209 36492994
e 44 210 42139072
e 44 211 25716120
e 44 212 22438557
e 44 213 25979721
e 44 214 26107820
e 44 215 27307910
e 44 216 26104389
e 44 217 51688653
e 44 218 38874085
e 44 219 37129583
e 44 220 26100155
e 44 221 19524595
e 44 222 37139615
e 44 223 12474204
e 44 224 26033563
e 44 225 26012491
e 44 226 12538532
e 44 227 26112641
e 44 228 20768258
e 44 229 36492994
e 44 230 37085899
e 44 231 43367243
e 44 232 16034185
e 44 233 36441179
e 44 234 16921668
e 44 235 21550307
e 44 236 31608292
e 44 237 21734124
e 44 238 21773002
e 44 239 26113071
e 44 240 26113071
e 44 241 18978906
e 44 242 26013711
e 44 243 14930410
e 44 244 26113071
e 44 245 26113071
e 44 246 20934117
e 44 247 37087663
e 44 248 26113071
e 44 249 26113071
e 44 250 28093790
e 44 251 15400817
e 44 252 39637252
e 44 253 36509871
e 44 254 26113071
e 44 255 10596038
e 44 256 26113071
e 45 46 20875853
e 45 47 20390637
e 45 48 20874316
e 45 49 37339274
e 45 50 33435779
e 45 51 6761704
e 45 52 20869796
e 45 53 20882261
e 45 54 14459940
e 45 55 33337288
e 45 56 20827170
e 45 57 20813104
e 45 58 20877330
e 45 59 17959630
e 45 60 20876447
e 45 61 20874845
e 45 62 10151883
e 45 63 18530054
e 45 64 20880257
e 45 65 12108307
e 45 66 9440772
e 45 67 9840719
e 45 68 22287702
e 45 69 20871314
e 45 70 20928565
e 45 71 10666643
e 45 72 43931756
e 45 73 5999437
e 45 74 20879151
e 45 75 20879806
e 45 76 18655451
e 45 77 20877498
e 45 78 7522296
e 45 79 20655342
e 45 80 20264527
e 45 81 20863089
e 45 82 20876295
e 45 83 6437188
e 45 84 19638638
e 45 85 20874746
e 45 86 12516409
e 45 87 20852133
e 45 88 35686853
e 45 89 20874294
e 45 90 20972396
e 45 91 14708681
e 45 92 20387194
e 45 93 20877441
e 45 94 34418895
e 45 95 20850454
e 45 96 20941342
e 45 97 18915371
e 45 98 20840441
e 45 99 32504202
e 45 100 20869307
e 45 101 18049097
e 45 102 20698400
e 45 103 21157985
e 45 104 7611065
e 45 105 15002591
e 45 106 20882198
e 45 107 20847889
e 45 108 19236387
e 45 109 20854656
e 45 110 11761299
e 45 111 5624013
e 45 112 13348994
e 45 113 20863534
e 45 114 12454724
e 45 115 18610350
e 45 116 20558864
e 45 117 20896261
e 45 118 17112802
e 45 119 18648492
e 45 120 20740397
e 45 121 20760449
e 45 122 20796341
e 45 123 15782343
e 45 124 19837908
e 45 125 13253291
e 45 126 20875728
e 45 127 17580993
e 45 128 7143211
e 45 129 24360025
e 45 130 20851641
e 45 131 12275262
e 45 132 7839969
e 45 133 20897304
e 45 134 24145960
e 45 135 20897650
e 45 136 20823604
e 45 137 20289734
e 45 138 6044900
e 45 139 20750257
e 45 140 18258284
e 45 141 9098961
e 45 142 20656302
e 45 143 3833094
e 45 144 20866308
e 45 145 20223322
e 45 146 26871395
e 45 147 20874611
e 45 148 8126527
e 45 149 19956384
e 45 150 20906408
e 45 151 20886476
e 45 152 21170376
e 45 153 7839447
e 45 154 7036250
e 45 155 11007267
e 45 156 11808714
e 45 157 20877498
e 45 158 24711920
e 45 159 20759455
e 45 160 20877498
e 45 161 20896741
e 45 162 14268698
e 45 163 20856284
e 45 164 8347822
e 45 165 20878985
e 45 166 10593077
e 45 167 11191371
e 45 168 6996433
e 45 169 11334922
e 45 170 20878766
e 45 171 20896178
e 45 172 8638289
e 45 173 20877059
e 45 174 20866145
e 45 175 13020238
e 45 176 20930926
e 45 177 11762319
e 45 178 24093211
e 45 179 13294553
e 45 180 20749676
e 45 181 20853895
e 45 182 4732430
e 45 183 5646640
e 45 184 20886855
e 45 185 22627969
e 45 186 16527899
e 45 187 20803827
e 45 188 20877211
e 45 189 14321649
e 45 190 32808436
e 45 191 20852724
e 45 192 20726804
e 45 193 17642979
e 45 194 20894521
e 45 195 20896178
e 45 196 20859880
e 45 197 20774434
e 45 198 17350796
e 45 199 28715984
e 45 200 20877836
e 45 201 20877498
e 45 202 20765565
e 45 203 14881649
e 45 204 7420939
e 45 205 8345701
e 45 206 7040689
e 45 207 20867129
e 45 208 9570112
e 45 209 20877498
e 45 210 10781340
e 45 211 20486845
e 45 212 17209076
e 45 213 20744148
e 45 214 20872247
e 45 215 22040859
e 45 216 20873486
e 45 217 7916104
e 45 218 29759271
e 45 219 20861292
e 45 220 20875625
e 45 221 14259194
e 45 222 20776664
e 45 223 7238631
e 45 224 20797990
e 45 225 20776918
e 45 226 7302959
e 45 227 20878114
e 45 228 15532685
e 45 229 20877498
e 45 230 20865019
e 45 231 15417316
e 45 232 10798612
e 45 233 20825683
e 45 234 20999106
e 45 235 21388486
e 45 236 15398127
e 45 237 23840011
e 45 238 16537429
e 45 239 20877498
e 45 240 20877498
e 45 241 13743333
e 45 242 20778138
e 45 243 9694837
e 45 244 20877498
e 45 245 20882168
e 45 246 15698544
e 45 247 20877498
e 45 248 20896178
e 45 249 20877498
e 45 250 51390105
e 45 251 10165244
e 45 252 20872682
e 45 253 20874447
e 45 254 20877498
e 45 255 36583754
e 45 256 20877498
e 46 47 21308577
e 46 48 25117953
e 46 49 8532607
e 46 50 25116354
e 46 51 11005341
e 46 52 25113432
e 46 53 25116593
e 46 54 18703577
e 46 55 37580925
e 46 56 25074115
e 46 57 25056740
e 46 58 25716347
e 46 59 22232752
e 46 60 25122202
e 46 61 25118482
e 46 62 45139467
e 46 63 22773691
e 46 64 25123894
e 46 65 16351944
e 46 66 13684408
e 46 67 14084355
e 46 68 45492381
e 46 69 25128607
e 46 70 25098888
e 46 71 14910279
e 46 72 24410652
e 46 73 21852505
e 46 74 25122787
e 46 75 25718887
e 46 76 22899088
e 46 77 25121135
e 46 78 11765933
e 46 79 24893708
e 46 80 24508164
e 46 81 41840055
e 46 82 25119932
e 46 83 10680825
e 46 84 23769330
e 46 85 25118383
e 46 86 16760045
e 46 87 25095770
e 46 88 9578127
e 46 89 25117930
e 46 90 41916868
e 46 91 18952317
e 46 92 20040091
e 46 93 25121078
e 46 94 29054528
e 46 95 25094091
e 46 96 25775752
e 46 97 23159007
e 46 98 25084077
e 46 99 13504718
e 46 100 25095199
e 46 101 22292734
e 46 102 25000821
e 46 103 25400260
e 46 104 11854701
e 46 105 19246228
e 46 106 25121164
e 46 107 25116126
e 46 108 23480737
e 46 109 25098293
e 46 110 16001075
e 46 111 9843380
e 46 112 17592631
e 46 113 25107171
e 46 114 13651006
e 46 115 22853987
e 46 116 24802500
e 46 117 25121217
e 46 118 22556579
e 46 119 22898521
e 46 120 24984034
e 46 121 25004086
e 46 122 25039978
e 46 123 37827892
e 46 124 24081544
e 46 125 17496928
e 46 126 25119365
e 46 127 21824629
e 46 128 11386847
e 46 129 45297039
e 46 130 25690721
e 46 131 33440648
e 46 132 21066038
e 46 133 25122260
e 46 134 21424523
e 46 135 25144595
e 46 136 25067240
e 46 137 24533370
e 46 138 10288537
e 46 139 24993893
e 46 140 22501920
e 46 141 13342597
e 46 142 24883777
e 46 143 55606085
e 46 144 39261600
e 46 145 25186219
e 46 146 48051543
e 46 147 25118247
e 46 148 12370164
e 46 149 23166649
e 46 150 25110488
e 46 151 41835617
e 46 152 24794410
e 46 153 12083084
e 46 154 11279887
e 46 155 15250904
e 46 156 16049865
e 46 157 25121135
e 46 158 20134818
e 46 159 25003092
e 46 160 25122780
e 46 161 25121697
e 46 162 18512335
e 46 163 25036011
e 46 164 12591459
e 46 165 25125930
e 46 166 14836714
e 46 167 15435007
e 46 168 11240070
e 46 169 34713246
e 46 170 25122402
e 46 171 25121135
e 46 172 12881925
e 46 173 25120695
e 46 174 25109781
e 46 175 17263875
e 46 176 25174563
e 46 177 52858931
e 46 178 28336848
e 46 179 17538189
e 46 180 24993312
e 46 181 25092862
e 46 182 38876732
e 46 183 9554615
e 46 184 25111811
e 46 185 21279647
e 46 186 30961130
e 46 187 25047464
e 46 188 25121515
e 46 189 18565285
e 46 190 12499825
e 46 191 25081601
e 46 192 24970441
e 46 193 21886615
e 46 194 25110092
e 46 195 25121135
e 46 196 25107347
e 46 197 25018070
e 46 198 21575752
e 46 199 31913209
e 46 200 25120858
e 46 201 25121135
e 46 202 25009201
e 46 203 19125285
e 46 204 19582263
e 46 205 12589337
e 46 206 56975636
e 46 207 25110765
e 46 208 13813748
e 46 209 25121135
e 46 210 29983702
e 46 211 24730481
e 46 212 21452712
e 46 213 24987784
e 46 214 41831870
e 46 215 26296602
e 46 216 25112452
e 46 217 12159741
e 46 218 17184474
e 46 219 25083378
e 46 220 25119262
e 46 221 18502830
e 46 222 25028194
e 46 223 40180653
e 46 224 25041626
e 46 225 25020554
e 46 226 11546596
e 46 227 25121751
e 46 228 19776321
e 46 229 25121135
e 46 230 25108655
e 46 231 19660953
e 46 232 15042248
e 46 233 25069319
e 46 234 25242742
e 46 235 20558371
e 46 236 19641763
e 46 237 20726058
e 46 238 20781066
e 46 239 25121135
e 46 240 25121135
e 46 241 50163431
e 46 242 25021775
e 46 243 13938473
e 46 244 25124443
e 46 245 25121135
e 46 246 19942181
e 46 247 25121135
e 46 248 25121135
e 46 249 25121135
e 46 250 16708536
e 46 251 19055054
e 46 252 41824857
e 46 253 25118084
e 46 254 25121135
e 46 255 9604101
e 46 256 25121135
e 47 48 29592183
e 47 49 49384097
e 47 50 29610524
e 47 51 15481105
e 47 52 29589196
e 47 53 35115921
e 47 54 23177806
e 47 55 42075095
e 47 56 30413775
e 47 57 29550910
e 47 58 29595955
e 47 59 26715690
e 47 60 32119297
e 47 61 29612652
e 47 62 36235148
e 47 63 35665117
e 47 64 29606420
e 47 65 20846114
e 47 66 21760198
e 47 67 18560119
e 47 68 35002525
e 47 69 29622777
e 47 70 29647691
e 47 71 19404449
e 47 72 28884882
e 47 73 14742963
e 47 74 29616957
e 47 75 29617613
e 47 76 27394153
e 47 77 29599935
e 47 78 16260103
e 47 79 29704126
e 47 80 34849210
e 47 81 29600895
e 47 82 29616672
